,date,FFR
8064,1990-09-23,8.0
8065,1990-09-24,8.0
8066,1990-09-25,8.0
8067,1990-09-26,8.0
8068,1990-09-27,8.0
8069,1990-09-28,8.0
8070,1990-09-29,8.0
8071,1990-09-30,8.0
8072,1990-10-01,8.0
8073,1990-10-02,8.0
8074,1990-10-03,8.0
8075,1990-10-04,8.0
8076,1990-10-05,8.0
8077,1990-10-06,8.0
8078,1990-10-07,8.0
8079,1990-10-08,8.0
8080,1990-10-09,8.0
8081,1990-10-10,8.0
8082,1990-10-11,8.0
8083,1990-10-12,8.0
8084,1990-10-13,8.0
8085,1990-10-14,8.0
8086,1990-10-15,8.0
8087,1990-10-16,8.0
8088,1990-10-17,8.0
8089,1990-10-18,8.0
8090,1990-10-19,8.0
8091,1990-10-20,8.0
8092,1990-10-21,8.0
8093,1990-10-22,8.0
8094,1990-10-23,8.0
8095,1990-10-24,8.0
8096,1990-10-25,8.0
8097,1990-10-26,8.0
8098,1990-10-27,8.0
8099,1990-10-28,8.0
8100,1990-10-29,7.75
8101,1990-10-30,7.75
8102,1990-10-31,7.75
8103,1990-11-01,7.75
8104,1990-11-02,7.75
8105,1990-11-03,7.75
8106,1990-11-04,7.75
8107,1990-11-05,7.75
8108,1990-11-06,7.75
8109,1990-11-07,7.75
8110,1990-11-08,7.75
8111,1990-11-09,7.75
8112,1990-11-10,7.75
8113,1990-11-11,7.75
8114,1990-11-12,7.75
8115,1990-11-13,7.75
8116,1990-11-14,7.5
8117,1990-11-15,7.5
8118,1990-11-16,7.5
8119,1990-11-17,7.5
8120,1990-11-18,7.5
8121,1990-11-19,7.5
8122,1990-11-20,7.5
8123,1990-11-21,7.5
8124,1990-11-22,7.5
8125,1990-11-23,7.5
8126,1990-11-24,7.5
8127,1990-11-25,7.5
8128,1990-11-26,7.5
8129,1990-11-27,7.5
8130,1990-11-28,7.5
8131,1990-11-29,7.5
8132,1990-11-30,7.5
8133,1990-12-01,7.5
8134,1990-12-02,7.5
8135,1990-12-03,7.5
8136,1990-12-04,7.5
8137,1990-12-05,7.5
8138,1990-12-06,7.5
8139,1990-12-07,7.25
8140,1990-12-08,7.25
8141,1990-12-09,7.25
8142,1990-12-10,7.25
8143,1990-12-11,7.25
8144,1990-12-12,7.25
8145,1990-12-13,7.25
8146,1990-12-14,7.25
8147,1990-12-15,7.25
8148,1990-12-16,7.25
8149,1990-12-17,7.25
8150,1990-12-18,7.25
8151,1990-12-19,7.0
8152,1990-12-20,7.0
8153,1990-12-21,7.0
8154,1990-12-22,7.0
8155,1990-12-23,7.0
8156,1990-12-24,7.0
8157,1990-12-25,7.0
8158,1990-12-26,7.0
8159,1990-12-27,7.0
8160,1990-12-28,7.0
8161,1990-12-29,7.0
8162,1990-12-30,7.0
8163,1990-12-31,7.0
8164,1991-01-01,7.0
8165,1991-01-02,7.0
8166,1991-01-03,7.0
8167,1991-01-04,7.0
8168,1991-01-05,7.0
8169,1991-01-06,7.0
8170,1991-01-07,7.0
8171,1991-01-08,7.0
8172,1991-01-09,6.75
8173,1991-01-10,6.75
8174,1991-01-11,6.75
8175,1991-01-12,6.75
8176,1991-01-13,6.75
8177,1991-01-14,6.75
8178,1991-01-15,6.75
8179,1991-01-16,6.75
8180,1991-01-17,6.75
8181,1991-01-18,6.75
8182,1991-01-19,6.75
8183,1991-01-20,6.75
8184,1991-01-21,6.75
8185,1991-01-22,6.75
8186,1991-01-23,6.75
8187,1991-01-24,6.75
8188,1991-01-25,6.75
8189,1991-01-26,6.75
8190,1991-01-27,6.75
8191,1991-01-28,6.75
8192,1991-01-29,6.75
8193,1991-01-30,6.75
8194,1991-01-31,6.75
8195,1991-02-01,6.25
8196,1991-02-02,6.25
8197,1991-02-03,6.25
8198,1991-02-04,6.25
8199,1991-02-05,6.25
8200,1991-02-06,6.25
8201,1991-02-07,6.25
8202,1991-02-08,6.25
8203,1991-02-09,6.25
8204,1991-02-10,6.25
8205,1991-02-11,6.25
8206,1991-02-12,6.25
8207,1991-02-13,6.25
8208,1991-02-14,6.25
8209,1991-02-15,6.25
8210,1991-02-16,6.25
8211,1991-02-17,6.25
8212,1991-02-18,6.25
8213,1991-02-19,6.25
8214,1991-02-20,6.25
8215,1991-02-21,6.25
8216,1991-02-22,6.25
8217,1991-02-23,6.25
8218,1991-02-24,6.25
8219,1991-02-25,6.25
8220,1991-02-26,6.25
8221,1991-02-27,6.25
8222,1991-02-28,6.25
8223,1991-03-01,6.25
8224,1991-03-02,6.25
8225,1991-03-03,6.25
8226,1991-03-04,6.25
8227,1991-03-05,6.25
8228,1991-03-06,6.25
8229,1991-03-07,6.25
8230,1991-03-08,6.0
8231,1991-03-09,6.0
8232,1991-03-10,6.0
8233,1991-03-11,6.0
8234,1991-03-12,6.0
8235,1991-03-13,6.0
8236,1991-03-14,6.0
8237,1991-03-15,6.0
8238,1991-03-16,6.0
8239,1991-03-17,6.0
8240,1991-03-18,6.0
8241,1991-03-19,6.0
8242,1991-03-20,6.0
8243,1991-03-21,6.0
8244,1991-03-22,6.0
8245,1991-03-23,6.0
8246,1991-03-24,6.0
8247,1991-03-25,6.0
8248,1991-03-26,6.0
8249,1991-03-27,6.0
8250,1991-03-28,6.0
8251,1991-03-29,6.0
8252,1991-03-30,6.0
8253,1991-03-31,6.0
8254,1991-04-01,6.0
8255,1991-04-02,6.0
8256,1991-04-03,6.0
8257,1991-04-04,6.0
8258,1991-04-05,6.0
8259,1991-04-06,6.0
8260,1991-04-07,6.0
8261,1991-04-08,6.0
8262,1991-04-09,6.0
8263,1991-04-10,6.0
8264,1991-04-11,6.0
8265,1991-04-12,6.0
8266,1991-04-13,6.0
8267,1991-04-14,6.0
8268,1991-04-15,6.0
8269,1991-04-16,6.0
8270,1991-04-17,6.0
8271,1991-04-18,6.0
8272,1991-04-19,6.0
8273,1991-04-20,6.0
8274,1991-04-21,6.0
8275,1991-04-22,6.0
8276,1991-04-23,6.0
8277,1991-04-24,6.0
8278,1991-04-25,6.0
8279,1991-04-26,6.0
8280,1991-04-27,6.0
8281,1991-04-28,6.0
8282,1991-04-29,6.0
8283,1991-04-30,5.75
8284,1991-05-01,5.75
8285,1991-05-02,5.75
8286,1991-05-03,5.75
8287,1991-05-04,5.75
8288,1991-05-05,5.75
8289,1991-05-06,5.75
8290,1991-05-07,5.75
8291,1991-05-08,5.75
8292,1991-05-09,5.75
8293,1991-05-10,5.75
8294,1991-05-11,5.75
8295,1991-05-12,5.75
8296,1991-05-13,5.75
8297,1991-05-14,5.75
8298,1991-05-15,5.75
8299,1991-05-16,5.75
8300,1991-05-17,5.75
8301,1991-05-18,5.75
8302,1991-05-19,5.75
8303,1991-05-20,5.75
8304,1991-05-21,5.75
8305,1991-05-22,5.75
8306,1991-05-23,5.75
8307,1991-05-24,5.75
8308,1991-05-25,5.75
8309,1991-05-26,5.75
8310,1991-05-27,5.75
8311,1991-05-28,5.75
8312,1991-05-29,5.75
8313,1991-05-30,5.75
8314,1991-05-31,5.75
8315,1991-06-01,5.75
8316,1991-06-02,5.75
8317,1991-06-03,5.75
8318,1991-06-04,5.75
8319,1991-06-05,5.75
8320,1991-06-06,5.75
8321,1991-06-07,5.75
8322,1991-06-08,5.75
8323,1991-06-09,5.75
8324,1991-06-10,5.75
8325,1991-06-11,5.75
8326,1991-06-12,5.75
8327,1991-06-13,5.75
8328,1991-06-14,5.75
8329,1991-06-15,5.75
8330,1991-06-16,5.75
8331,1991-06-17,5.75
8332,1991-06-18,5.75
8333,1991-06-19,5.75
8334,1991-06-20,5.75
8335,1991-06-21,5.75
8336,1991-06-22,5.75
8337,1991-06-23,5.75
8338,1991-06-24,5.75
8339,1991-06-25,5.75
8340,1991-06-26,5.75
8341,1991-06-27,5.75
8342,1991-06-28,5.75
8343,1991-06-29,5.75
8344,1991-06-30,5.75
8345,1991-07-01,5.75
8346,1991-07-02,5.75
8347,1991-07-03,5.75
8348,1991-07-04,5.75
8349,1991-07-05,5.75
8350,1991-07-06,5.75
8351,1991-07-07,5.75
8352,1991-07-08,5.75
8353,1991-07-09,5.75
8354,1991-07-10,5.75
8355,1991-07-11,5.75
8356,1991-07-12,5.75
8357,1991-07-13,5.75
8358,1991-07-14,5.75
8359,1991-07-15,5.75
8360,1991-07-16,5.75
8361,1991-07-17,5.75
8362,1991-07-18,5.75
8363,1991-07-19,5.75
8364,1991-07-20,5.75
8365,1991-07-21,5.75
8366,1991-07-22,5.75
8367,1991-07-23,5.75
8368,1991-07-24,5.75
8369,1991-07-25,5.75
8370,1991-07-26,5.75
8371,1991-07-27,5.75
8372,1991-07-28,5.75
8373,1991-07-29,5.75
8374,1991-07-30,5.75
8375,1991-07-31,5.75
8376,1991-08-01,5.75
8377,1991-08-02,5.75
8378,1991-08-03,5.75
8379,1991-08-04,5.75
8380,1991-08-05,5.75
8381,1991-08-06,5.5
8382,1991-08-07,5.5
8383,1991-08-08,5.5
8384,1991-08-09,5.5
8385,1991-08-10,5.5
8386,1991-08-11,5.5
8387,1991-08-12,5.5
8388,1991-08-13,5.5
8389,1991-08-14,5.5
8390,1991-08-15,5.5
8391,1991-08-16,5.5
8392,1991-08-17,5.5
8393,1991-08-18,5.5
8394,1991-08-19,5.5
8395,1991-08-20,5.5
8396,1991-08-21,5.5
8397,1991-08-22,5.5
8398,1991-08-23,5.5
8399,1991-08-24,5.5
8400,1991-08-25,5.5
8401,1991-08-26,5.5
8402,1991-08-27,5.5
8403,1991-08-28,5.5
8404,1991-08-29,5.5
8405,1991-08-30,5.5
8406,1991-08-31,5.5
8407,1991-09-01,5.5
8408,1991-09-02,5.5
8409,1991-09-03,5.5
8410,1991-09-04,5.5
8411,1991-09-05,5.5
8412,1991-09-06,5.5
8413,1991-09-07,5.5
8414,1991-09-08,5.5
8415,1991-09-09,5.5
8416,1991-09-10,5.5
8417,1991-09-11,5.5
8418,1991-09-12,5.5
8419,1991-09-13,5.25
8420,1991-09-14,5.25
8421,1991-09-15,5.25
8422,1991-09-16,5.25
8423,1991-09-17,5.25
8424,1991-09-18,5.25
8425,1991-09-19,5.25
8426,1991-09-20,5.25
8427,1991-09-21,5.25
8428,1991-09-22,5.25
8429,1991-09-23,5.25
8430,1991-09-24,5.25
8431,1991-09-25,5.25
8432,1991-09-26,5.25
8433,1991-09-27,5.25
8434,1991-09-28,5.25
8435,1991-09-29,5.25
8436,1991-09-30,5.25
8437,1991-10-01,5.25
8438,1991-10-02,5.25
8439,1991-10-03,5.25
8440,1991-10-04,5.25
8441,1991-10-05,5.25
8442,1991-10-06,5.25
8443,1991-10-07,5.25
8444,1991-10-08,5.25
8445,1991-10-09,5.25
8446,1991-10-10,5.25
8447,1991-10-11,5.25
8448,1991-10-12,5.25
8449,1991-10-13,5.25
8450,1991-10-14,5.25
8451,1991-10-15,5.25
8452,1991-10-16,5.25
8453,1991-10-17,5.25
8454,1991-10-18,5.25
8455,1991-10-19,5.25
8456,1991-10-20,5.25
8457,1991-10-21,5.25
8458,1991-10-22,5.25
8459,1991-10-23,5.25
8460,1991-10-24,5.25
8461,1991-10-25,5.25
8462,1991-10-26,5.25
8463,1991-10-27,5.25
8464,1991-10-28,5.25
8465,1991-10-29,5.25
8466,1991-10-30,5.25
8467,1991-10-31,5.0
8468,1991-11-01,5.0
8469,1991-11-02,5.0
8470,1991-11-03,5.0
8471,1991-11-04,5.0
8472,1991-11-05,5.0
8473,1991-11-06,4.75
8474,1991-11-07,4.75
8475,1991-11-08,4.75
8476,1991-11-09,4.75
8477,1991-11-10,4.75
8478,1991-11-11,4.75
8479,1991-11-12,4.75
8480,1991-11-13,4.75
8481,1991-11-14,4.75
8482,1991-11-15,4.75
8483,1991-11-16,4.75
8484,1991-11-17,4.75
8485,1991-11-18,4.75
8486,1991-11-19,4.75
8487,1991-11-20,4.75
8488,1991-11-21,4.75
8489,1991-11-22,4.75
8490,1991-11-23,4.75
8491,1991-11-24,4.75
8492,1991-11-25,4.75
8493,1991-11-26,4.75
8494,1991-11-27,4.75
8495,1991-11-28,4.75
8496,1991-11-29,4.75
8497,1991-11-30,4.75
8498,1991-12-01,4.75
8499,1991-12-02,4.75
8500,1991-12-03,4.75
8501,1991-12-04,4.75
8502,1991-12-05,4.75
8503,1991-12-06,4.5
8504,1991-12-07,4.5
8505,1991-12-08,4.5
8506,1991-12-09,4.5
8507,1991-12-10,4.5
8508,1991-12-11,4.5
8509,1991-12-12,4.5
8510,1991-12-13,4.5
8511,1991-12-14,4.5
8512,1991-12-15,4.5
8513,1991-12-16,4.5
8514,1991-12-17,4.5
8515,1991-12-18,4.5
8516,1991-12-19,4.5
8517,1991-12-20,4.0
8518,1991-12-21,4.0
8519,1991-12-22,4.0
8520,1991-12-23,4.0
8521,1991-12-24,4.0
8522,1991-12-25,4.0
8523,1991-12-26,4.0
8524,1991-12-27,4.0
8525,1991-12-28,4.0
8526,1991-12-29,4.0
8527,1991-12-30,4.0
8528,1991-12-31,4.0
8529,1992-01-01,4.0
8530,1992-01-02,4.0
8531,1992-01-03,4.0
8532,1992-01-04,4.0
8533,1992-01-05,4.0
8534,1992-01-06,4.0
8535,1992-01-07,4.0
8536,1992-01-08,4.0
8537,1992-01-09,4.0
8538,1992-01-10,4.0
8539,1992-01-11,4.0
8540,1992-01-12,4.0
8541,1992-01-13,4.0
8542,1992-01-14,4.0
8543,1992-01-15,4.0
8544,1992-01-16,4.0
8545,1992-01-17,4.0
8546,1992-01-18,4.0
8547,1992-01-19,4.0
8548,1992-01-20,4.0
8549,1992-01-21,4.0
8550,1992-01-22,4.0
8551,1992-01-23,4.0
8552,1992-01-24,4.0
8553,1992-01-25,4.0
8554,1992-01-26,4.0
8555,1992-01-27,4.0
8556,1992-01-28,4.0
8557,1992-01-29,4.0
8558,1992-01-30,4.0
8559,1992-01-31,4.0
8560,1992-02-01,4.0
8561,1992-02-02,4.0
8562,1992-02-03,4.0
8563,1992-02-04,4.0
8564,1992-02-05,4.0
8565,1992-02-06,4.0
8566,1992-02-07,4.0
8567,1992-02-08,4.0
8568,1992-02-09,4.0
8569,1992-02-10,4.0
8570,1992-02-11,4.0
8571,1992-02-12,4.0
8572,1992-02-13,4.0
8573,1992-02-14,4.0
8574,1992-02-15,4.0
8575,1992-02-16,4.0
8576,1992-02-17,4.0
8577,1992-02-18,4.0
8578,1992-02-19,4.0
8579,1992-02-20,4.0
8580,1992-02-21,4.0
8581,1992-02-22,4.0
8582,1992-02-23,4.0
8583,1992-02-24,4.0
8584,1992-02-25,4.0
8585,1992-02-26,4.0
8586,1992-02-27,4.0
8587,1992-02-28,4.0
8588,1992-02-29,4.0
8589,1992-03-01,4.0
8590,1992-03-02,4.0
8591,1992-03-03,4.0
8592,1992-03-04,4.0
8593,1992-03-05,4.0
8594,1992-03-06,4.0
8595,1992-03-07,4.0
8596,1992-03-08,4.0
8597,1992-03-09,4.0
8598,1992-03-10,4.0
8599,1992-03-11,4.0
8600,1992-03-12,4.0
8601,1992-03-13,4.0
8602,1992-03-14,4.0
8603,1992-03-15,4.0
8604,1992-03-16,4.0
8605,1992-03-17,4.0
8606,1992-03-18,4.0
8607,1992-03-19,4.0
8608,1992-03-20,4.0
8609,1992-03-21,4.0
8610,1992-03-22,4.0
8611,1992-03-23,4.0
8612,1992-03-24,4.0
8613,1992-03-25,4.0
8614,1992-03-26,4.0
8615,1992-03-27,4.0
8616,1992-03-28,4.0
8617,1992-03-29,4.0
8618,1992-03-30,4.0
8619,1992-03-31,4.0
8620,1992-04-01,4.0
8621,1992-04-02,4.0
8622,1992-04-03,4.0
8623,1992-04-04,4.0
8624,1992-04-05,4.0
8625,1992-04-06,4.0
8626,1992-04-07,4.0
8627,1992-04-08,4.0
8628,1992-04-09,3.75
8629,1992-04-10,3.75
8630,1992-04-11,3.75
8631,1992-04-12,3.75
8632,1992-04-13,3.75
8633,1992-04-14,3.75
8634,1992-04-15,3.75
8635,1992-04-16,3.75
8636,1992-04-17,3.75
8637,1992-04-18,3.75
8638,1992-04-19,3.75
8639,1992-04-20,3.75
8640,1992-04-21,3.75
8641,1992-04-22,3.75
8642,1992-04-23,3.75
8643,1992-04-24,3.75
8644,1992-04-25,3.75
8645,1992-04-26,3.75
8646,1992-04-27,3.75
8647,1992-04-28,3.75
8648,1992-04-29,3.75
8649,1992-04-30,3.75
8650,1992-05-01,3.75
8651,1992-05-02,3.75
8652,1992-05-03,3.75
8653,1992-05-04,3.75
8654,1992-05-05,3.75
8655,1992-05-06,3.75
8656,1992-05-07,3.75
8657,1992-05-08,3.75
8658,1992-05-09,3.75
8659,1992-05-10,3.75
8660,1992-05-11,3.75
8661,1992-05-12,3.75
8662,1992-05-13,3.75
8663,1992-05-14,3.75
8664,1992-05-15,3.75
8665,1992-05-16,3.75
8666,1992-05-17,3.75
8667,1992-05-18,3.75
8668,1992-05-19,3.75
8669,1992-05-20,3.75
8670,1992-05-21,3.75
8671,1992-05-22,3.75
8672,1992-05-23,3.75
8673,1992-05-24,3.75
8674,1992-05-25,3.75
8675,1992-05-26,3.75
8676,1992-05-27,3.75
8677,1992-05-28,3.75
8678,1992-05-29,3.75
8679,1992-05-30,3.75
8680,1992-05-31,3.75
8681,1992-06-01,3.75
8682,1992-06-02,3.75
8683,1992-06-03,3.75
8684,1992-06-04,3.75
8685,1992-06-05,3.75
8686,1992-06-06,3.75
8687,1992-06-07,3.75
8688,1992-06-08,3.75
8689,1992-06-09,3.75
8690,1992-06-10,3.75
8691,1992-06-11,3.75
8692,1992-06-12,3.75
8693,1992-06-13,3.75
8694,1992-06-14,3.75
8695,1992-06-15,3.75
8696,1992-06-16,3.75
8697,1992-06-17,3.75
8698,1992-06-18,3.75
8699,1992-06-19,3.75
8700,1992-06-20,3.75
8701,1992-06-21,3.75
8702,1992-06-22,3.75
8703,1992-06-23,3.75
8704,1992-06-24,3.75
8705,1992-06-25,3.75
8706,1992-06-26,3.75
8707,1992-06-27,3.75
8708,1992-06-28,3.75
8709,1992-06-29,3.75
8710,1992-06-30,3.75
8711,1992-07-01,3.75
8712,1992-07-02,3.25
8713,1992-07-03,3.25
8714,1992-07-04,3.25
8715,1992-07-05,3.25
8716,1992-07-06,3.25
8717,1992-07-07,3.25
8718,1992-07-08,3.25
8719,1992-07-09,3.25
8720,1992-07-10,3.25
8721,1992-07-11,3.25
8722,1992-07-12,3.25
8723,1992-07-13,3.25
8724,1992-07-14,3.25
8725,1992-07-15,3.25
8726,1992-07-16,3.25
8727,1992-07-17,3.25
8728,1992-07-18,3.25
8729,1992-07-19,3.25
8730,1992-07-20,3.25
8731,1992-07-21,3.25
8732,1992-07-22,3.25
8733,1992-07-23,3.25
8734,1992-07-24,3.25
8735,1992-07-25,3.25
8736,1992-07-26,3.25
8737,1992-07-27,3.25
8738,1992-07-28,3.25
8739,1992-07-29,3.25
8740,1992-07-30,3.25
8741,1992-07-31,3.25
8742,1992-08-01,3.25
8743,1992-08-02,3.25
8744,1992-08-03,3.25
8745,1992-08-04,3.25
8746,1992-08-05,3.25
8747,1992-08-06,3.25
8748,1992-08-07,3.25
8749,1992-08-08,3.25
8750,1992-08-09,3.25
8751,1992-08-10,3.25
8752,1992-08-11,3.25
8753,1992-08-12,3.25
8754,1992-08-13,3.25
8755,1992-08-14,3.25
8756,1992-08-15,3.25
8757,1992-08-16,3.25
8758,1992-08-17,3.25
8759,1992-08-18,3.25
8760,1992-08-19,3.25
8761,1992-08-20,3.25
8762,1992-08-21,3.25
8763,1992-08-22,3.25
8764,1992-08-23,3.25
8765,1992-08-24,3.25
8766,1992-08-25,3.25
8767,1992-08-26,3.25
8768,1992-08-27,3.25
8769,1992-08-28,3.25
8770,1992-08-29,3.25
8771,1992-08-30,3.25
8772,1992-08-31,3.25
8773,1992-09-01,3.25
8774,1992-09-02,3.25
8775,1992-09-03,3.25
8776,1992-09-04,3.0
8777,1992-09-05,3.0
8778,1992-09-06,3.0
8779,1992-09-07,3.0
8780,1992-09-08,3.0
8781,1992-09-09,3.0
8782,1992-09-10,3.0
8783,1992-09-11,3.0
8784,1992-09-12,3.0
8785,1992-09-13,3.0
8786,1992-09-14,3.0
8787,1992-09-15,3.0
8788,1992-09-16,3.0
8789,1992-09-17,3.0
8790,1992-09-18,3.0
8791,1992-09-19,3.0
8792,1992-09-20,3.0
8793,1992-09-21,3.0
8794,1992-09-22,3.0
8795,1992-09-23,3.0
8796,1992-09-24,3.0
8797,1992-09-25,3.0
8798,1992-09-26,3.0
8799,1992-09-27,3.0
8800,1992-09-28,3.0
8801,1992-09-29,3.0
8802,1992-09-30,3.0
8803,1992-10-01,3.0
8804,1992-10-02,3.0
8805,1992-10-03,3.0
8806,1992-10-04,3.0
8807,1992-10-05,3.0
8808,1992-10-06,3.0
8809,1992-10-07,3.0
8810,1992-10-08,3.0
8811,1992-10-09,3.0
8812,1992-10-10,3.0
8813,1992-10-11,3.0
8814,1992-10-12,3.0
8815,1992-10-13,3.0
8816,1992-10-14,3.0
8817,1992-10-15,3.0
8818,1992-10-16,3.0
8819,1992-10-17,3.0
8820,1992-10-18,3.0
8821,1992-10-19,3.0
8822,1992-10-20,3.0
8823,1992-10-21,3.0
8824,1992-10-22,3.0
8825,1992-10-23,3.0
8826,1992-10-24,3.0
8827,1992-10-25,3.0
8828,1992-10-26,3.0
8829,1992-10-27,3.0
8830,1992-10-28,3.0
8831,1992-10-29,3.0
8832,1992-10-30,3.0
8833,1992-10-31,3.0
8834,1992-11-01,3.0
8835,1992-11-02,3.0
8836,1992-11-03,3.0
8837,1992-11-04,3.0
8838,1992-11-05,3.0
8839,1992-11-06,3.0
8840,1992-11-07,3.0
8841,1992-11-08,3.0
8842,1992-11-09,3.0
8843,1992-11-10,3.0
8844,1992-11-11,3.0
8845,1992-11-12,3.0
8846,1992-11-13,3.0
8847,1992-11-14,3.0
8848,1992-11-15,3.0
8849,1992-11-16,3.0
8850,1992-11-17,3.0
8851,1992-11-18,3.0
8852,1992-11-19,3.0
8853,1992-11-20,3.0
8854,1992-11-21,3.0
8855,1992-11-22,3.0
8856,1992-11-23,3.0
8857,1992-11-24,3.0
8858,1992-11-25,3.0
8859,1992-11-26,3.0
8860,1992-11-27,3.0
8861,1992-11-28,3.0
8862,1992-11-29,3.0
8863,1992-11-30,3.0
8864,1992-12-01,3.0
8865,1992-12-02,3.0
8866,1992-12-03,3.0
8867,1992-12-04,3.0
8868,1992-12-05,3.0
8869,1992-12-06,3.0
8870,1992-12-07,3.0
8871,1992-12-08,3.0
8872,1992-12-09,3.0
8873,1992-12-10,3.0
8874,1992-12-11,3.0
8875,1992-12-12,3.0
8876,1992-12-13,3.0
8877,1992-12-14,3.0
8878,1992-12-15,3.0
8879,1992-12-16,3.0
8880,1992-12-17,3.0
8881,1992-12-18,3.0
8882,1992-12-19,3.0
8883,1992-12-20,3.0
8884,1992-12-21,3.0
8885,1992-12-22,3.0
8886,1992-12-23,3.0
8887,1992-12-24,3.0
8888,1992-12-25,3.0
8889,1992-12-26,3.0
8890,1992-12-27,3.0
8891,1992-12-28,3.0
8892,1992-12-29,3.0
8893,1992-12-30,3.0
8894,1992-12-31,3.0
8895,1993-01-01,3.0
8896,1993-01-02,3.0
8897,1993-01-03,3.0
8898,1993-01-04,3.0
8899,1993-01-05,3.0
8900,1993-01-06,3.0
8901,1993-01-07,3.0
8902,1993-01-08,3.0
8903,1993-01-09,3.0
8904,1993-01-10,3.0
8905,1993-01-11,3.0
8906,1993-01-12,3.0
8907,1993-01-13,3.0
8908,1993-01-14,3.0
8909,1993-01-15,3.0
8910,1993-01-16,3.0
8911,1993-01-17,3.0
8912,1993-01-18,3.0
8913,1993-01-19,3.0
8914,1993-01-20,3.0
8915,1993-01-21,3.0
8916,1993-01-22,3.0
8917,1993-01-23,3.0
8918,1993-01-24,3.0
8919,1993-01-25,3.0
8920,1993-01-26,3.0
8921,1993-01-27,3.0
8922,1993-01-28,3.0
8923,1993-01-29,3.0
8924,1993-01-30,3.0
8925,1993-01-31,3.0
8926,1993-02-01,3.0
8927,1993-02-02,3.0
8928,1993-02-03,3.0
8929,1993-02-04,3.0
8930,1993-02-05,3.0
8931,1993-02-06,3.0
8932,1993-02-07,3.0
8933,1993-02-08,3.0
8934,1993-02-09,3.0
8935,1993-02-10,3.0
8936,1993-02-11,3.0
8937,1993-02-12,3.0
8938,1993-02-13,3.0
8939,1993-02-14,3.0
8940,1993-02-15,3.0
8941,1993-02-16,3.0
8942,1993-02-17,3.0
8943,1993-02-18,3.0
8944,1993-02-19,3.0
8945,1993-02-20,3.0
8946,1993-02-21,3.0
8947,1993-02-22,3.0
8948,1993-02-23,3.0
8949,1993-02-24,3.0
8950,1993-02-25,3.0
8951,1993-02-26,3.0
8952,1993-02-27,3.0
8953,1993-02-28,3.0
8954,1993-03-01,3.0
8955,1993-03-02,3.0
8956,1993-03-03,3.0
8957,1993-03-04,3.0
8958,1993-03-05,3.0
8959,1993-03-06,3.0
8960,1993-03-07,3.0
8961,1993-03-08,3.0
8962,1993-03-09,3.0
8963,1993-03-10,3.0
8964,1993-03-11,3.0
8965,1993-03-12,3.0
8966,1993-03-13,3.0
8967,1993-03-14,3.0
8968,1993-03-15,3.0
8969,1993-03-16,3.0
8970,1993-03-17,3.0
8971,1993-03-18,3.0
8972,1993-03-19,3.0
8973,1993-03-20,3.0
8974,1993-03-21,3.0
8975,1993-03-22,3.0
8976,1993-03-23,3.0
8977,1993-03-24,3.0
8978,1993-03-25,3.0
8979,1993-03-26,3.0
8980,1993-03-27,3.0
8981,1993-03-28,3.0
8982,1993-03-29,3.0
8983,1993-03-30,3.0
8984,1993-03-31,3.0
8985,1993-04-01,3.0
8986,1993-04-02,3.0
8987,1993-04-03,3.0
8988,1993-04-04,3.0
8989,1993-04-05,3.0
8990,1993-04-06,3.0
8991,1993-04-07,3.0
8992,1993-04-08,3.0
8993,1993-04-09,3.0
8994,1993-04-10,3.0
8995,1993-04-11,3.0
8996,1993-04-12,3.0
8997,1993-04-13,3.0
8998,1993-04-14,3.0
8999,1993-04-15,3.0
9000,1993-04-16,3.0
9001,1993-04-17,3.0
9002,1993-04-18,3.0
9003,1993-04-19,3.0
9004,1993-04-20,3.0
9005,1993-04-21,3.0
9006,1993-04-22,3.0
9007,1993-04-23,3.0
9008,1993-04-24,3.0
9009,1993-04-25,3.0
9010,1993-04-26,3.0
9011,1993-04-27,3.0
9012,1993-04-28,3.0
9013,1993-04-29,3.0
9014,1993-04-30,3.0
9015,1993-05-01,3.0
9016,1993-05-02,3.0
9017,1993-05-03,3.0
9018,1993-05-04,3.0
9019,1993-05-05,3.0
9020,1993-05-06,3.0
9021,1993-05-07,3.0
9022,1993-05-08,3.0
9023,1993-05-09,3.0
9024,1993-05-10,3.0
9025,1993-05-11,3.0
9026,1993-05-12,3.0
9027,1993-05-13,3.0
9028,1993-05-14,3.0
9029,1993-05-15,3.0
9030,1993-05-16,3.0
9031,1993-05-17,3.0
9032,1993-05-18,3.0
9033,1993-05-19,3.0
9034,1993-05-20,3.0
9035,1993-05-21,3.0
9036,1993-05-22,3.0
9037,1993-05-23,3.0
9038,1993-05-24,3.0
9039,1993-05-25,3.0
9040,1993-05-26,3.0
9041,1993-05-27,3.0
9042,1993-05-28,3.0
9043,1993-05-29,3.0
9044,1993-05-30,3.0
9045,1993-05-31,3.0
9046,1993-06-01,3.0
9047,1993-06-02,3.0
9048,1993-06-03,3.0
9049,1993-06-04,3.0
9050,1993-06-05,3.0
9051,1993-06-06,3.0
9052,1993-06-07,3.0
9053,1993-06-08,3.0
9054,1993-06-09,3.0
9055,1993-06-10,3.0
9056,1993-06-11,3.0
9057,1993-06-12,3.0
9058,1993-06-13,3.0
9059,1993-06-14,3.0
9060,1993-06-15,3.0
9061,1993-06-16,3.0
9062,1993-06-17,3.0
